tdb_tags_fauna.csv,Tess of the dUrbervilles,"straight line.  He occasionally gave a
smart nod, as if in confirmation of some opinion, though he was not
thinking of anything in particular.  An empty",egg,"-basket was slung
upon his arm, the nap of his hat was ruffled, a patch being quite
worn away at its brim where his thumb came in taking it",906,909,Fauna
tdb_tags_fauna.csv,Tess of the dUrbervilles,"a patch being quite
worn away at its brim where his thumb came in taking it off.
Presently he was met by an elderly parson astride on a gray",mare,",
who, as he rode, hummed a wandering tune.

""Good night t'ee,"" said the man with the basket.

""Good night, Sir",1114,1118,Fauna
tdb_tags_omh.csv,Tess of the dUrbervilles,"mare,
who, as he rode, hummed a wandering tune.

""Good night t'ee,"" said the man with the basket.

""Good night,",Sir John,","" said the parson.

The pedestrian, after another pace or two, halted, and turned round.

""Now, sir, begging your pardon;",1226,1234,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"pardon; we met last market-day on this road
about this time, and I said 'Good night,' and you made reply '_Good
night,",Sir John,"_,' as now.""

""I did,"" said the parson.

""And once before that--near a month ago.""

""",1468,1476,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"""And once before that--near a month ago.""

""I may have.""

""Then what might your meaning be in calling me '",Sir John,"' these
different times, when I be plain Jack Durbeyfield, the haggler?""

The parson rode a step or two nearer.

""It was only my",1623,1631,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,".""

""I may have.""

""Then what might your meaning be in calling me 'Sir John' these
different times, when I be plain",Jack Durbeyfield,", the haggler?""

The parson rode a step or two nearer.

""It was only my whim,"" he said; and, after a moment's",1672,1688,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,": ""It
was on account of a discovery I made some little time ago, whilst I
was hunting up pedigrees for the new county history.  I am","Parson
Tringham",", the antiquary, of Stagfoot Lane.  Don't you really know,
Durbeyfield, that you are the lineal representative of the ancient
and knightly family of the d'Urbervilles",1941,1956,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"Lane.  Don't you really know,
Durbeyfield, that you are the lineal representative of the ancient
and knightly family of the d'Urbervilles, who derive their descent
from",Sir Pagan d'Urberville,", that renowned knight who came from
Normandy with William the Conqueror, as appears by Battle Abbey
Roll?""

""Never heard it before, sir!""",2154,2176,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"the lineal representative of the ancient
and knightly family of the d'Urbervilles, who derive their descent
from Sir Pagan d'Urberville, that renowned knight who came from
Normandy with",William the Conqueror,", as appears by Battle Abbey
Roll?""

""Never heard it before, sir!""

""Well it's true.  Throw up your chin a moment,",2227,2248,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"of your face better.  Yes, that's the d'Urberville nose
and chin--a little debased.  Your ancestor was one of the twelve
knights who assisted the",Lord of Estremavilla,"in Normandy in his
conquest of Glamorganshire.  Branches of your family held manors over
all this part of England; their names appear in the Pipe Rolls in the",2541,2561,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"in his
conquest of Glamorganshire.  Branches of your family held manors over
all this part of England; their names appear in the Pipe Rolls in the
time of",King Stephen,".  In the reign of King John one of them was rich
enough to give a manor to the Knights Hospitallers; and in Edward the
Second's time your forefather",2729,2741,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"of your family held manors over
all this part of England; their names appear in the Pipe Rolls in the
time of King Stephen.  In the reign of",King John,"one of them was rich
enough to give a manor to the Knights Hospitallers; and in Edward the
Second's time your forefather Brian was summoned to Westminster to
attend",2760,2769,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"in the
time of King Stephen.  In the reign of King John one of them was rich
enough to give a manor to the Knights Hospitallers; and in","Edward the
Second'","s time your forefather Brian was summoned to Westminster to
attend the great Council there.  You declined a little in Oliver
Cromwell's time, but to no serious extent",2850,2868,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,".  In the reign of King John one of them was rich
enough to give a manor to the Knights Hospitallers; and in Edward the
Second's time your forefather",Brian,"was summoned to Westminster to
attend the great Council there.  You declined a little in Oliver
Cromwell's time, but to no serious extent, and in Charles the",2890,2896,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"to the Knights Hospitallers; and in Edward the
Second's time your forefather Brian was summoned to Westminster to
attend the great Council there.  You declined a little in","Oliver
Cromwell's","time, but to no serious extent, and in Charles the
Second's reign you were made Knights of the Royal Oak for your
loyalty.  Aye, there have",2986,3003,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"forefather Brian was summoned to Westminster to
attend the great Council there.  You declined a little in Oliver
Cromwell's time, but to no serious extent, and in","Charles the
Second's","reign you were made Knights of the Royal Oak for your
loyalty.  Aye, there have been generations of Sir Johns among
you, and if knighthood were hereditary",3043,3063,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"to no serious extent, and in Charles the
Second's reign you were made Knights of the Royal Oak for your
loyalty.  Aye, there have been generations of",Sir Johns,"among
you, and if knighthood were hereditary, like a baronetcy, as it
practically was in old times, when men were knighted from father
to son,",3164,3173,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"and if knighthood were hereditary, like a baronetcy, as it
practically was in old times, when men were knighted from father
to son, you would be",Sir John,"now.""

""Ye don't say so!""

""In short,"" concluded the parson, decisively smacking his leg with
his switch, ""there's hardly",3330,3338,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,", decisively smacking his leg with
his switch, ""there's hardly such another family in England.""

""Daze my eyes, and isn't there?"" said",Durbeyfield,".  ""And here have I
been knocking about, year after year, from pillar to post, as if I
was no more than the commonest feller in",3533,3544,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"to post, as if I
was no more than the commonest feller in the parish...  And how long
hev this news about me been knowed,",Pa'son Tringham,"?""

The clergyman explained that, as far as he was aware, it had quite
died out of knowledge, and could hardly be said to be known",3736,3751,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,".
His own investigations had begun on a day in the preceding spring
when, having been engaged in tracing the vicissitudes of the
d'Urberville family, he had observed",Durbeyfield's,"name on his
waggon, and had thereupon been led to make inquiries about his
father and grandfather till he had no doubt on the subject.

""At first",4054,4067,Other Male Human
tdb_tags_fauna.csv,Tess of the dUrbervilles,"that my family had seen
better days afore they came to Blackmoor.  But I took no notice o't,
thinking it to mean that we had once kept two",horses,"where we now
keep only one.  I've got a wold silver spoon, and a wold graven seal
at home, too; but, Lord, what's a",4616,4622,Fauna
tdb_tags_omh.csv,Tess of the dUrbervilles,"into our own again?""

""Ah--that I can't tell!""

""And what had I better do about it, sir?"" asked",Durbeyfield,", after a
pause.

""Oh--nothing, nothing; except chasten yourself with the thought of
'how are the mighty fallen.'  It is",5855,5866,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"this county of almost equal lustre.
Good night.""

""But you'll turn back and have a quart of beer wi' me on the strength
o't,",Pa'son Tringham,"?  There's a very pretty brew in tap at The Pure
Drop--though, to be sure, not so good as at Rolliver's.""

""No",6241,6256,Other Male Human
tdb_tags_omh.csv,Tess of the dUrbervilles,"The Pure
Drop--though, to be sure, not so good as at Rolliver's.""

""No, thank you--not this evening,",Durbeyfield,".  You've had enough
already.""  Concluding thus, the parson rode on his way, with doubts
as to his discretion in retailing this curious bit of lore",6397,6408,Other Male Human
